Datetime,Tweet ID,Username,Text,Links,URL
2021-01-11 20:58:30+00:00,1348736063259500544,FinnishOscar,@albinokid @StateDept Maybe it's part of the major cyber hack,,https://twitter.com/FinnishOscar/status/1348736063259500544
2021-01-11 20:54:17+00:00,1348735000359931906,OxfordDiplomat,"BREAKING: The official website of the State Department says, ""Donald J. Trump's term ended on 2021-01-11 19:40:41”. The same is on the site for Michael R. Pence.  

It seems this was a hack. But if so, this another example of the extremely poor (cyber) security of the US Capitol. https://t.co/tiIvXoZ93Y",,https://twitter.com/OxfordDiplomat/status/1348735000359931906
2021-01-11 20:19:23+00:00,1348726217437011968,ZackMorrison18,The text on the State Department website is a hack and/or a prank. But seriously though we gotta update our IT/Cyber infrastructure if someone can just go on there are write shit.,,https://twitter.com/ZackMorrison18/status/1348726217437011968
2021-01-06 17:11:54+00:00,1346867098098622464,RNforlaughs,"@SecPompeo @CIA @StateDept Yes, there are other threats to our cyber security. That does NOT mean the latest hack was not UNDETECTED for MONTHS and IS from RUSSIA, the country that tRump believes over HIS OWN PROFESSIONALS. Lose the blue check you ARE NOW IRRELEVANT.",,https://twitter.com/RNforlaughs/status/1346867098098622464
2021-01-06 15:33:53+00:00,1346842430524575745,FaxProfessor,@SecPompeo @StateDept Cyber and Energy? We just had a huge hack and Trump is forcing more coal use even though it costs more and pollutes more,,https://twitter.com/FaxProfessor/status/1346842430524575745
2021-01-06 14:13:57+00:00,1346822317322678275,MikeLaamb,"@SecPompeo @StateDept One of the more underappreciated aspects of the @StateDept is the work we do to promote insecurity of all kinds: energy, cyber, arms control, and more. #SingingFailures

We just had a massive hack on government agencies and contractors, and North Korea has more nukes than ever.",,https://twitter.com/MikeLaamb/status/1346822317322678275
2021-01-06 13:34:23+00:00,1346812359592046592,TheRealJayEff,"@SecPompeo @StateDept Cyber.... as in the Russian hack? Security/arms/safety..... as in Russian bounties? 
Thanks for clarifying your failures.",,https://twitter.com/TheRealJayEff/status/1346812359592046592
2021-01-01 19:20:44+00:00,1345087580489060353,diannemando,"@SecPompeo 350,000 AMERICANS CAME OUT OF THE TRUMP-POMPEO STATE DEPARTMENT ERA DEAD. 

We died in record mass numbers.

Our economy was decimated.

Russia pulled off a historical hack of our critical cyber structures, including our nuclear agency. They captured Microsoft’s source code.",,https://twitter.com/diannemando/status/1345087580489060353
2020-12-28 23:15:37+00:00,1343697138493095939,safdbigdog,@StateDept @SecPompeo The Russians just pulled off a massive hack of our government cyber net and you’re talking China?? WTF,,https://twitter.com/safdbigdog/status/1343697138493095939
2020-12-21 21:36:58+00:00,1341135598162206727,SpringF_kx,@StateDept @SecPompeo What say you about Russia’s arrest of prominent pro-Democracy leader? What about their hack and control of our cyber infrastructure? https://t.co/AFCir0VSAg,https://twitter.com/olganyc1211/status/1341131017000775688?s=21,https://twitter.com/SpringF_kx/status/1341135598162206727
